split,side,formation_window,horizon,pressure_quantile,mean_markout_bps,ci_low,ci_high,adverse_frequency,observation_count
validation,buy,30,10,4,-0.055257443535493035,-0.09282171654088826,-0.017693170530097807,0.43707331021910856,27977
validation,buy,30,10,5,-0.04938360021386426,-0.08712774188041006,-0.01163945854731846,0.42202960500277054,25266
validation,buy,30,10,6,-0.03950348112473942,-0.07843065618209488,-0.0005763060673839582,0.4090949344668792,22584
validation,buy,30,10,7,0.000850891343563707,-0.039043483537657096,0.040745266224784506,0.40054416480419786,20582
validation,buy,30,10,8,-0.012107577012286243,-0.049221854299765624,0.02500670027519314,0.39231610182726845,19209
validation,buy,30,10,9,-0.009797500296468113,-0.04942054785686067,0.02982554726392444,0.3679198614889933,16172
validation,buy,30,10,10,-0.3274070597694856,-0.38118965374958536,-0.2736244657893858,0.3881375141669815,13235
test,buy,30,10,1,0.12010944132988467,0.06636584202502413,0.17385304063474522,0.4645750377591652,72830
test,buy,30,10,2,-0.052699117815054895,-0.10399375617779304,-0.0014044794523167536,0.44958589996757936,33929
test,buy,30,10,3,-0.12213456007322956,-0.177203694062888,-0.06706542608357113,0.45297060404349443,24187
test,buy,30,10,4,-0.014410273476551006,-0.07719441146860141,0.048373864515499396,0.4302626507350917,18161
test,buy,30,10,5,-0.05307426156640654,-0.11663539985649751,0.010486876723684431,0.4188264565623056,14469
test,buy,30,10,6,-0.16359635571393594,-0.23592137559676804,-0.09127133583110383,0.4167074164629177,12270
test,buy,30,10,7,-0.1572054804088638,-0.2323170229285867,-0.08209393788914095,0.3950786056049214,10241
test,buy,30,10,8,-0.18425386900563737,-0.2698944672742772,-0.09861327073699756,0.37990978105402134,9089
test,buy,30,10,9,-0.06910071023089592,-0.16826820140210003,0.030066780940308194,0.3476532444216466,7798
test,buy,30,10,10,-0.9101625932360901,-1.2007475441619815,-0.6195776423101986,0.38065610859728505,5304
validation,buy,30,30,1,0.26087005813887115,0.18771720694351068,0.3340229093342316,0.4712861108255372,48635
validation,buy,30,30,2,0.012126115566004797,-0.06102461423698657,0.08527684536899616,0.489202657807309,34916
validation,buy,30,30,3,-0.10697990359007954,-0.17677533924852057,-0.0371844679316385,0.485238205441862,30247
validation,buy,30,30,4,-0.09302654277543532,-0.16159821498762783,-0.024454870563242803,0.4820061529655863,27954
validation,buy,30,30,5,-0.165275102872908,-0.2353528866507558,-0.09519731909506021,0.48358836121461984,25226
validation,buy,30,30,6,-0.09202330453724462,-0.16170512031292594,-0.02234148876156332,0.46647747428166014,22552
validation,buy,30,30,7,-0.015912807237819623,-0.08697796053974442,0.05515234606410517,0.4656161851959926,20562
validation,buy,30,30,8,0.01343185275773741,-0.05512075673348188,0.0819844622489567,0.4553226983630487,19182
validation,buy,30,30,9,-0.1304785386273143,-0.20257707234610367,-0.05838000490852489,0.45055490110980223,16129
validation,buy,30,30,10,-0.7287138329084077,-0.8265470180512073,-0.6308806477656081,0.48553078957310164,13235
test,buy,30,30,1,0.26212502080656164,0.1616760610423566,0.3625739805707667,0.48355955278683116,72717
test,buy,30,30,2,-0.03462775945884263,-0.1308038732584756,0.06154835434079032,0.4812760055478502,33887
test,buy,30,30,3,-0.2257838679930545,-0.327810490526729,-0.12375724545938,0.49494698475811794,24144
test,buy,30,30,4,-0.06447021082729502,-0.1774342019960558,0.04849378034146576,0.48668320926385444,18135
test,buy,30,30,5,-0.4096383569431444,-0.5355583121157587,-0.2837184017705301,0.5003112248426586,14459
test,buy,30,30,6,-0.5292209089594814,-0.6683644877577519,-0.39007733016121077,0.500937780314768,12263
test,buy,30,30,7,-0.537342057647835,-0.6844672136606339,-0.3902169016350362,0.48915380105530587,10234
test,buy,30,30,8,-0.2792596255553246,-0.4482996876210037,-0.11021956348964546,0.4784330985915493,9088
test,buy,30,30,9,-0.3025791953247872,-0.5112608216131957,-0.09389756903637866,0.4465619366469225,7766
test,buy,30,30,10,-2.1932600199657726,-2.880638865695028,-1.5058811742365172,0.46263008514664145,5285
validation,buy,30,60,1,0.20676878827146156,0.10212396036951639,0.31141361617340674,0.48042939719240296,48440
validation,buy,30,60,2,0.10034614397917202,-0.00399276486692067,0.20468505282526472,0.48549206440318,34843
validation,buy,30,60,3,-0.19556946340075146,-0.2993967876819171,-0.09174213911958584,0.49213914540098636,30213
validation,buy,30,60,4,-0.04538202016928473,-0.14822023394452843,0.05745619360595899,0.48890482165262594,27895
validation,buy,30,60,5,-0.15911301462502805,-0.2659345496631574,-0.05229147958689874,0.4889250555731978,25192
validation,buy,30,60,6,-0.14918452585889327,-0.25116833571846986,-0.0472007159993167,0.4896147701047399,22532
validation,buy,30,60,7,-0.18338592364023207,-0.28561233006219766,-0.08115951721826646,0.4900116936269733,20524
validation,buy,30,60,8,-0.18749691204478258,-0.28584110770656324,-0.0891527163830019,0.48618293893329156,19143
validation,buy,30,60,9,-0.21360356103642908,-0.3189000636602694,-0.10830705841258877,0.4808743169398907,16104
validation,buy,30,60,10,-0.9359079870233153,-1.070483797947331,-0.8013321760992997,0.5142294883439298,13212
test,buy,30,60,1,0.3546996122126264,0.19730067634921164,0.5120985480760412,0.4920105331366412,72533
test,buy,30,60,2,-0.14686848141342543,-0.2948724133583206,0.0011354505314697394,0.48872935684953767,33849
test,buy,30,60,3,-0.11381959232519558,-0.27202191349856264,0.044382728848171474,0.49392242273387266,24105
test,buy,30,60,4,-0.27567873804829485,-0.43965497827795835,-0.11170249781863134,0.5089369708372531,18071
test,buy,30,60,5,-0.78705633142386,-0.9893412831420503,-0.5847713797056697,0.5170812833483474,14431
test,buy,30,60,6,-0.6798245672006031,-0.8931212870512077,-0.4665278473499985,0.5214262348707883,12228
test,buy,30,60,7,-0.809420042892277,-1.0243794321060324,-0.5944606536785215,0.5289563939245467,10205
test,buy,30,60,8,-0.6278251567836837,-0.858906464566674,-0.39674384900069337,0.5178729037952339,9064
test,buy,30,60,9,-0.791031615728621,-1.0858474486934764,-0.49621578276376554,0.5083784480536221,7758
test,buy,30,60,10,-4.269708007058333,-5.421374473898391,-3.118041540218275,0.4812641937925814,5284
validation,buy,30,300,1,-1.0245828075802692,-1.2431311020875087,-0.8060345130730298,0.5109635251950242,47430
validation,buy,30,300,2,-0.5595222496807318,-0.7930517578429268,-0.3259927415185368,0.5111240705642222,34295
validation,buy,30,300,3,-1.1616528263344457,-1.4078064413469304,-0.9154992113219609,0.5249157113958193,29660
validation,buy,30,300,4,0.33425453592928756,0.08932512328490225,0.5791839485736728,0.4879151325143086,27431
validation,buy,30,300,5,0.0066791610824207814,-0.2440287478570482,0.25738707002188976,0.5067548493769407,24797
validation,buy,30,300,6,0.20064569567347523,-0.04489362987424639,0.44618502122119685,0.504849113627137,22169
validation,buy,30,300,7,-0.38931419531215183,-0.6327191785260418,-0.14590921209826188,0.5063416078566846,20263
validation,buy,30,300,8,-0.010188875655794514,-0.25127293977302556,0.23089518846143653,0.49827485535325655,18839
validation,buy,30,300,9,0.4810976428090432,0.2326122347115527,0.7295830509065337,0.495705986360192,15836
validation,buy,30,300,10,-1.2927099674718043,-1.578365361207736,-1.0070545737358727,0.5294072599172921,13058
test,buy,30,300,1,-1.0314353745087699,-1.4053660508609769,-0.6575046981565629,0.5069856646880949,71432
test,buy,30,300,2,-1.146134353728262,-1.5182015306256218,-0.7740671768309022,0.5145695165501305,33323
test,buy,30,300,3,-0.7899024503818853,-1.1979361457332793,-0.38186875503049134,0.5123246113007205,23733
test,buy,30,300,4,-1.5397665102981641,-2.061927483671294,-1.0176055369250345,0.5279122115925717,17770
test,buy,30,300,5,-2.895101176430503,-3.44981766629785,-2.340384686563156,0.5326957137796671,14115
test,buy,30,300,6,-2.3865204303312075,-3.004167638787626,-1.7688732218747887,0.5345390605375534,11943
test,buy,30,300,7,-2.754522251560505,-3.4145780329981275,-2.0944664701228826,0.5506972111553785,10040
test,buy,30,300,8,-2.5286011298285254,-3.2389657500089193,-1.8182365096481314,0.5623587889742431,8852
test,buy,30,300,9,-0.9980382146406607,-1.568699218557343,-0.4273772107239785,0.5551737808907097,7567
test,buy,30,300,10,-0.47675583753559525,-2.4221272936117995,1.4686156185406087,0.5532699398408694,5153
validation,buy,60,1,1,0.01854797954141161,0.00743207179368238,0.029663887289140836,0.2759642803541948,53304
validation,buy,60,1,2,0.0022342628115881217,-0.008205933852902834,0.012674459476079078,0.24586434489537987,35605
validation,buy,60,1,3,-0.007228255328712815,-0.01733825108071445,0.0028817404232888214,0.2269015765341373,31842
validation,buy,60,1,4,-0.01401045477816852,-0.023749266722325524,-0.004271642834011515,0.21828025931466838,28074
validation,buy,60,1,5,0.004848270682937326,-0.005271608552322963,0.014968149918197615,0.19749417717452414,24902
validation,buy,60,1,6,-0.005422611150268872,-0.015733054836076916,0.004887832535539171,0.1931896196622271,21849
validation,buy,60,1,7,-0.004059982936271709,-0.01410461096589001,0.005984645093346594,0.16920063907643149,19403
validation,buy,60,1,8,-0.007070009771574838,-0.01752386956548896,0.0033838500223392813,0.15951130395067367,17516
validation,buy,60,1,9,-0.017633286995295358,-0.02839267061664604,-0.0068739033739446745,0.14325861054833017,15301
validation,buy,60,1,10,-0.028235460435952865,-0.04109107523743545,-0.01537984563447028,0.13885955649419218,11364
test,buy,60,1,1,0.01086741677521037,-0.002913610030279191,0.02464844358069993,0.3041872068895206,83373
test,buy,60,1,2,-0.004285103490059122,-0.017365491680699622,0.008795284700581378,0.24451022442383785,33107
test,buy,60,1,3,-0.015093595660588233,-0.030307617910789862,0.0001204265896133979,0.23449760121956686,22303
test,buy,60,1,4,-0.007375977767988085,-0.021629852896017453,0.006877897360041284,0.22554167421087573,16569
test,buy,60,1,5,0.007993740727070596,-0.0073168840157125815,0.023304365469853774,0.20269569725246242,13503
test,buy,60,1,6,-0.015008702316605187,-0.030014758205175608,-2.6464280347641284e-06,0.19009216589861752,11284
test,buy,60,1,7,-0.010333099565809654,-0.025818844608750863,0.005152645477131552,0.1741608613046232,9474
test,buy,60,1,8,-0.011214062101707578,-0.029370236960932994,0.006942112757517839,0.1612084285351612,7878
test,buy,60,1,9,-0.03358474118817712,-0.0539678168251906,-0.013201665551163644,0.1479055597867479,6565
test,buy,60,1,10,-0.14052990335789417,-0.235429791700486,-0.045630015015302325,0.18613725040165252,4357
validation,buy,60,5,1,0.06257099951919305,0.03451474698696885,0.09062725205141725,0.39352077780697475,53278
validation,buy,60,5,2,-0.006018530983571853,-0.032665533117873555,0.02062847115072985,0.3831174305223818,35587
validation,buy,60,5,3,-0.024093877411725067,-0.04927630733399524,0.0010885525105451092,0.3739242414724543,31838
validation,buy,60,5,4,-0.056795467095227405,-0.08150459882123767,-0.03208633536921714,0.36992840095465396,28073
validation,buy,60,5,5,0.027692312272435893,0.002236881204897189,0.0531477433399746,0.3381661914133098,24899
validation,buy,60,5,6,-0.013594469328766273,-0.038899900339562886,0.01171096168203034,0.3379102018399011,21849
validation,buy,60,5,7,-0.023833585794519014,-0.05025645949777274,0.0025892879087347116,0.3272136558197102,19391
validation,buy,60,5,8,-0.01597599860777893,-0.04291518839316198,0.010963191177604126,0.31068349226289044,17513
validation,buy,60,5,9,-0.05016578477827341,-0.07762800417806907,-0.02270356537847774,0.2936715481171548,15296
validation,buy,60,5,10,-0.1221470840664483,-0.15685439383749333,-0.08743977429540326,0.29663850756775784,11364
test,buy,60,5,1,0.0437465654673168,0.009943688744624021,0.07754944219000957,0.4149859019737237,83345
test,buy,60,5,2,-0.030735869985210815,-0.06404147154078194,0.0025697315703603063,0.3835368064789073,33092
test,buy,60,5,3,-0.06215460186546467,-0.09874338916336409,-0.02556581456756525,0.37456274105300924,22298
test,buy,60,5,4,-0.027000975723134098,-0.06446747923189686,0.010465527785628662,0.3685798780855815,16569
test,buy,60,5,5,0.02946798435217045,-0.009378907511737433,0.06831487621607833,0.34110938310005184,13503
test,buy,60,5,6,-0.05955892818779933,-0.10075306735914916,-0.018364789016449508,0.3270116979794399,11284
test,buy,60,5,7,-0.030889982466272857,-0.07161730238256442,0.009837337450018704,0.32108929702343253,9474
test,buy,60,5,8,-0.05177195332269102,-0.10314102879329723,-0.00040287785208482224,0.3013977128335451,7870
test,buy,60,5,9,-0.08833965548204503,-0.14200579173147412,-0.03467351923261594,0.27495808565767416,6561
test,buy,60,5,10,-0.7116589113320695,-0.9530138412384366,-0.47030398142570246,0.3197154005049346,4357
validation,buy,60,10,1,0.10712221387194601,0.06669337151927877,0.14755105622461323,0.44224484429585664,53242
validation,buy,60,10,2,-0.006287462400889478,-0.045459834349781604,0.032884909548002654,0.44534720269890354,35570
validation,buy,60,10,3,-0.04716825254562693,-0.08467813364339924,-0.00965837144785462,0.43919449593163895,31831
validation,buy,60,10,4,-0.07763444916101236,-0.11341675239618297,-0.04185214592584176,0.43630664006839553,28072
validation,buy,60,10,5,0.04185009882928682,0.005838559121552213,0.07786163853702144,0.4081542478409319,24895
validation,buy,60,10,6,-0.031169580409237934,-0.0691163453154869,0.006777184497011032,0.41047235444891983,21848
validation,buy,60,10,7,-0.06647174707947044,-0.10502614707926944,-0.027917347079671452,0.4099773008666942,19384
validation,buy,60,10,8,-0.03091419341141246,-0.07171254349205558,0.009884156669230669,0.38986633154347083,17506
validation,buy,60,10,9,-0.10481488473168761,-0.14647573890389587,-0.06315403055947937,0.37412518804369155,15289
validation,buy,60,10,10,-0.19992474118906872,-0.25095777108300643,-0.148891711295131,0.3788398908546783,11361
test,buy,60,10,1,0.08084179084745939,0.03119235664234217,0.1304912250525766,0.4634802126970028,83311
test,buy,60,10,2,-0.07069656897728484,-0.1197729303614884,-0.02162020759308128,0.4449449752086105,33076
test,buy,60,10,3,-0.06621584012608295,-0.12137732644821839,-0.011054353803947502,0.44340765331299625,22291
test,buy,60,10,4,-0.06777124195099099,-0.12458801705195771,-0.010954466850024276,0.43233128093685863,16566
test,buy,60,10,5,0.010549078895382627,-0.046111063866932596,0.06720922165769785,0.41042731244908537,13503
test,buy,60,10,6,-0.1036308097945106,-0.1652012219405723,-0.04206039764844889,0.3996809641970932,11284
test,buy,60,10,7,-0.016644620499350286,-0.07758829668705584,0.04429905568835528,0.39117584969389907,9474
test,buy,60,10,8,-0.13595820080770837,-0.20974055546396864,-0.0621758461514481,0.3893129770992366,7860
test,buy,60,10,9,-0.13545627051232006,-0.22715015653346998,-0.04376238449117016,0.3528065893837706,6556
test,buy,60,10,10,-1.4549230831588502,-1.8506630370519792,-1.0591831292657212,0.4025705760844618,4357
validation,buy,60,30,1,0.17097466222155647,0.10092807634043434,0.2410212481026786,0.4752946936316047,53106
validation,buy,60,30,2,0.056497618776203684,-0.017056282813792248,0.1300515203661996,0.48224535734383794,35540
validation,buy,60,30,3,-0.05156317736232352,-0.1199233335864033,0.016796978861756254,0.48355759557344064,31808
validation,buy,60,30,4,-0.14277886693003425,-0.2092657367413068,-0.0762919971187617,0.4798302243463994,28037
validation,buy,60,30,5,-0.016070351402506924,-0.07917675133592994,0.047036048530916086,0.4721373431971695,24872
validation,buy,60,30,6,-0.1495097328633096,-0.21800291898577134,-0.08101654674084786,0.48372753942060875,21816
validation,buy,60,30,7,-0.21402058457993395,-0.28508130054461583,-0.14295986861525206,0.4757552285050349,19365
validation,buy,60,30,8,0.02604611322124723,-0.04586407014457048,0.09795629658706495,0.45225699410721437,17479
validation,buy,60,30,9,-0.29025600134359053,-0.374146513963013,-0.20636548872416807,0.4518814737118133,15254
validation,buy,60,30,10,-0.3921179784610879,-0.4860743653462832,-0.29816159157589267,0.47108529178769476,11361
test,buy,60,30,1,0.18933032655863233,0.09765910973646295,0.2810015433808017,0.4867528970524595,83188
test,buy,60,30,2,-0.07662567367609634,-0.1738322250609091,0.020580877708716416,0.4784228218406469,33021
test,buy,60,30,3,-0.0655599080900484,-0.16507843210693648,0.033958615926839686,0.48378839590443684,22268
test,buy,60,30,4,-0.21665320697513663,-0.32576111465624485,-0.10754529929402838,0.5009976419372393,16539
test,buy,60,30,5,-0.1245499298214079,-0.23866187394799332,-0.010437985694822474,0.48525270490588407,13494
test,buy,60,30,6,-0.3531371279311503,-0.4766463956877639,-0.2296278601745367,0.4907333510685466,11277
test,buy,60,30,7,-0.060858569217603034,-0.17096124263487222,0.04924410419966617,0.47850881824902314,9469
test,buy,60,30,8,-0.6048204533946754,-0.775848278231974,-0.4337926285573768,0.48146260670149066,7849
test,buy,60,30,9,-0.5133070037014812,-0.7144437835295743,-0.31217022387338805,0.47283609576427255,6516
test,buy,60,30,10,-3.894761618170963,-4.790828536765632,-2.9986946995762938,0.47509754418177647,4357
validation,buy,60,60,1,-0.04286476302429337,-0.14460313866697164,0.05887361261838489,0.48568512954249105,52917
validation,buy,60,60,2,0.23794000817474703,0.13637175831308285,0.3395082580364112,0.47373019899656127,35478
validation,buy,60,60,3,-0.22043750904392453,-0.3235697300715036,-0.11730528801634547,0.49311832698182734,31751
validation,buy,60,60,4,-0.09345143131160498,-0.19324826072031387,0.006345398097103924,0.4994998928341787,27994
validation,buy,60,60,5,0.010726166237016423,-0.08359140563081177,0.1050437381048446,0.48581674591022644,24818
validation,buy,60,60,6,-0.2820896434049766,-0.38236136039838914,-0.18181792641156408,0.5011481583540002,21774
validation,buy,60,60,7,-0.252897794651837,-0.3564824234702603,-0.14931316583341364,0.4957384162405083,19359
validation,buy,60,60,8,-0.09143721421391454,-0.1954978343984825,0.012623405970653437,0.4811585890450244,17435
validation,buy,60,60,9,-0.13760496744162604,-0.25186803795689355,-0.023341896926358505,0.4698573400828348,15211
validation,buy,60,60,10,-0.5535932345440765,-0.691063307061369,-0.416123162026784,0.501364316521433,11361
test,buy,60,60,1,0.28566268277098356,0.14539211427121512,0.425933251270752,0.4920237119861198,82996
test,buy,60,60,2,-0.03615631541782601,-0.19913928511921866,0.12682665428356663,0.4899796865051693,32983
test,buy,60,60,3,-0.309873861879856,-0.45684192637269394,-0.16290579738701802,0.5000225073148773,22215
test,buy,60,60,4,-0.3856653225642161,-0.5627625034644018,-0.2085681416640304,0.5098976935649858,16519
test,buy,60,60,5,-0.17863765335691767,-0.3550110604840457,-0.002264246229789657,0.5107662607662607,13468
test,buy,60,60,6,-0.5999922519405281,-0.7874876350715043,-0.41249686880955183,0.5177140822503116,11234
test,buy,60,60,7,-0.2559264799858446,-0.41625799422973164,-0.09559496574195755,0.5067767894959763,9444
test,buy,60,60,8,-0.9987618426889671,-1.2872875819406255,-0.7102361034373086,0.5390904445579969,7828
test,buy,60,60,9,-0.8418498810364404,-1.1398168088758027,-0.5438829531970781,0.49822777007243024,6489
test,buy,60,60,10,-7.745026815686121,-9.20013667027005,-6.2899169611021915,0.5257352941176471,4352
validation,buy,60,300,1,-1.3234115863878968,-1.5338023767826316,-1.113020795993162,0.5163773526808052,51962
validation,buy,60,300,2,-0.7937621416396043,-1.0254319862532826,-0.5620922970259261,0.520947752825143,34777
validation,buy,60,300,3,-0.5349992507404325,-0.7785664814917269,-0.29143201998913815,0.4990700955556981,31186
validation,buy,60,300,4,0.36806391190432286,0.1142173085221766,0.6219105152864691,0.4912670111345608,27482
validation,buy,60,300,5,0.17777843633266524,-0.04668979092253722,0.4022466635878677,0.5164565252988375,24428
validation,buy,60,300,6,-0.6816616283978414,-0.9126878730811683,-0.4506353837145145,0.5295436498668784,21409
validation,buy,60,300,7,0.27964419778243754,0.03112592671910172,0.5281624688457733,0.49971235814026466,19121
validation,buy,60,300,8,1.133865060462537,0.8842500785534784,1.3834800423715958,0.4685375631863343,17211
validation,buy,60,300,9,0.10597395646975,-0.13858070869211347,0.35052862163161347,0.5045840861942047,14943
validation,buy,60,300,10,-1.6921960487067083,-2.0089991384257027,-1.3753929589877136,0.5115019095834443,11259
test,buy,60,300,1,-1.3063975318269188,-1.6428529361768778,-0.9699421274769597,0.5102507365615716,81799
test,buy,60,300,2,0.2462968046515538,-0.15344430321541092,0.6460379125185185,0.502375223641187,32418
test,buy,60,300,3,-2.497651765196449,-3.0044336042024233,-1.990869926190475,0.5160137457044673,21825
test,buy,60,300,4,-2.7647201754104147,-3.26491560834769,-2.2645247424731396,0.5296066760753513,16297
test,buy,60,300,5,-2.8337186265382743,-3.3429931347090474,-2.3244441183675013,0.5525138393872754,13187
test,buy,60,300,6,-1.898960595253936,-2.4725598930266655,-1.3253612974812061,0.5364015976761075,11016
test,buy,60,300,7,-1.5879366852934371,-2.019819673568019,-1.156053697018855,0.548964320572606,9221
test,buy,60,300,8,-1.7058669176202041,-2.260483625063764,-1.151250210176644,0.5629025897199947,7607
test,buy,60,300,9,-0.9955374526834523,-1.6758448784902873,-0.3152300268766174,0.5806758686339838,6303
test,buy,60,300,10,0.7600146879373793,-1.746613032342318,3.266642408217076,0.5283196239717979,4255
validation,sell,1,1,1,0.16778258945202287,0.1527500076541209,0.18281517124992486,0.27619326500732067,34150
validation,sell,1,1,2,0.06675269744485654,0.054574126649632654,0.07893126824008043,0.2704145936981758,30150
validation,sell,1,1,3,0.0017637528817247168,-0.009538164831516784,0.013065670594966217,0.2684511342255671,28169
validation,sell,1,1,4,-0.02283594483896224,-0.03361869422842499,-0.012053195449499489,0.26127805532771603,26822
validation,sell,1,1,5,-0.04210307634346581,-0.05234315765194286,-0.03186299503498875,0.24950655985138745,25839
validation,sell,1,1,6,-0.04745142516942966,-0.05758272421126918,-0.03732012612759015,0.23672069570897808,24493
validation,sell,1,1,7,-0.04747815944916885,-0.057214940702998436,-0.03774137819533926,0.21751993825572422,23322
validation,sell,1,1,8,-0.04207932815141105,-0.05202333719837795,-0.03213531910444415,0.1981408553896877,21838
validation,sell,1,1,9,-0.014493747079620603,-0.023551900180053428,-0.0054355939791877785,0.15660987912820024,21014
validation,sell,1,1,10,-0.09640615220311467,-0.10561264842590747,-0.08719965598032188,0.19723494414244747,23363
test,sell,1,1,1,0.1713823153182538,0.14529244997276122,0.19747218066374636,0.3157791972329921,35851
test,sell,1,1,2,0.03067361061727342,0.010933737205905118,0.05041348402864172,0.30558775794110826,30191
test,sell,1,1,3,-0.032273340416982335,-0.04938148361998682,-0.015165197213977848,0.2927389705882353,26112
test,sell,1,1,4,-0.05253821526432075,-0.07030660451744311,-0.034769826011198386,0.2710410094637224,23775
test,sell,1,1,5,-0.05249323432737054,-0.06803031141441353,-0.036956157240327546,0.2594383921863261,21296
test,sell,1,1,6,-0.047077335209372906,-0.06290937210419935,-0.031245298314546463,0.22691747965288633,18553
test,sell,1,1,7,-0.037518497670236996,-0.052505911979723575,-0.022531083360750416,0.2134257570229843,16446
test,sell,1,1,8,-0.03169869836786677,-0.046877772259417236,-0.016519624476316302,0.18022363516772638,13683
test,sell,1,1,9,-0.0096691768492151,-0.025528411586320895,0.0061900578878906955,0.14274200770126264,11167
test,sell,1,1,10,-0.0928937819632844,-0.10980415725485272,-0.07598340667171609,0.17426580827233443,11339
validation,sell,1,5,1,0.25581131433055837,0.22021645968924658,0.29140616897187016,0.3937494508069477,34141
validation,sell,1,5,2,0.14615863326207193,0.11617986843885207,0.1761373980852918,0.39909078842580303,30136
validation,sell,1,5,3,0.01937265879649584,-0.008875458952712832,0.04762077654570451,0.4047365431046726,28164
validation,sell,1,5,4,-0.039536081261415924,-0.06691859683140955,-0.012153565691422296,0.4112250606004102,26815
validation,sell,1,5,5,-0.09523736958009563,-0.12225424747788524,-0.06822049168230601,0.4062560489334521,25831
validation,sell,1,5,6,-0.11649926852948579,-0.14264278534055883,-0.09035575171841276,0.4003594330760119,24483
validation,sell,1,5,7,-0.04898568004178761,-0.07550386764202852,-0.022467492441546704,0.38373788489578864,23318
validation,sell,1,5,8,-0.0518582768016302,-0.07912970160809371,-0.024586851995166692,0.36794613411506044,21832
validation,sell,1,5,9,0.04158290279298548,0.01543220669345003,0.06773359889252092,0.3283042215982105,21011
validation,sell,1,5,10,-0.17826673033310816,-0.20419960958478195,-0.15233385108143438,0.36888299011003123,23357
test,sell,1,5,1,0.27704927462433765,0.21430488269536183,0.33979366655331344,0.41446872645064053,35829
test,sell,1,5,2,0.08715134612622095,0.041727958479008787,0.13257473377343312,0.4128194080800716,30173
test,sell,1,5,3,-0.024646414141912296,-0.06946913564265451,0.020176307358829918,0.4148985063194178,26110
test,sell,1,5,4,-0.10576930969470082,-0.14981609463716944,-0.06172252475223218,0.4038534348575996,23771
test,sell,1,5,5,-0.12697523717570364,-0.16841305940296167,-0.0855374149484456,0.40269559500328733,21294
test,sell,1,5,6,-0.07401488779231627,-0.11590275649153148,-0.03212701909310106,0.38172506738544476,18550
test,sell,1,5,7,-0.07828748316391894,-0.12121596521423837,-0.035359001113599506,0.36962471869107716,16441
test,sell,1,5,8,0.010019482165500936,-0.03411288706286417,0.05415185139386604,0.33857174183173744,13681
test,sell,1,5,9,0.07062724992939981,0.023050895353854822,0.1182036045049448,0.2939912241425629,11167
test,sell,1,5,10,-0.09713425803709744,-0.14589348556822657,-0.048375030505968315,0.32548293199259065,11337
validation,sell,1,10,1,0.29182660821409967,0.24123131946444312,0.34242189696375624,0.4378589007383101,34132
validation,sell,1,10,2,0.18383084734166255,0.1405297022022604,0.2271319924810647,0.4484051910119818,30129
validation,sell,1,10,3,0.04596633774221112,0.0046519925481562155,0.08728068293626604,0.45509130959994315,28146
validation,sell,1,10,4,-0.023517763276804177,-0.06349706137668934,0.01646153482308099,0.4615528112524717,26803
validation,sell,1,10,5,-0.12319736264076109,-0.16311308605041488,-0.08328163923110729,0.46670282415836983,25813
validation,sell,1,10,6,-0.1558792181522929,-0.1943091811258646,-0.11744925517872118,0.47080933120888996,24477
validation,sell,1,10,7,-0.029600239883614814,-0.0692385443713539,0.010038064604124285,0.4561794860795333,23311
validation,sell,1,10,8,-0.05545366815141739,-0.09574196055813516,-0.015165375744699616,0.4465365585486531,21828
validation,sell,1,10,9,0.07204503028948743,0.03263460448710712,0.11145545609186774,0.4237159042224021,21007
validation,sell,1,10,10,-0.22424017151664083,-0.263700007444958,-0.18478033558832369,0.45674888660500174,23352
test,sell,1,10,1,0.40764425319246456,0.31425030452023905,0.5010382018646901,0.45051108752723007,35806
test,sell,1,10,2,0.09841167498061464,0.03316961729674189,0.16365373266448738,0.4574051975603288,30168
test,sell,1,10,3,0.01507599068595412,-0.051614527181605405,0.08176650855351365,0.461108130891256,26098
test,sell,1,10,4,-0.13071875692960516,-0.19619860318851748,-0.06523891067069285,0.4631601094045866,23765
test,sell,1,10,5,-0.20908434752685712,-0.27193849470495685,-0.1462302003487574,0.4628429161969185,21288
test,sell,1,10,6,-0.07582664157147213,-0.13891608929626253,-0.012737193846681746,0.4560306248989055,18547
test,sell,1,10,7,-0.14541875546165578,-0.21124516293700468,-0.07959234798630688,0.4553310613437196,16432
test,sell,1,10,8,0.0615424354244263,-0.008757815937031378,0.13184268678588398,0.42358876864580286,13676
test,sell,1,10,9,0.09926262475778995,0.02524237607436554,0.17328287344121435,0.3933178072375493,11164
test,sell,1,10,10,-0.0769726389520348,-0.1548119808506196,0.0008667029465500159,0.4165343215104994,11334
validation,sell,1,30,1,0.31935511943760175,0.23019370784933,0.4085165310258735,0.48883935118646055,34093
validation,sell,1,30,2,0.24957748562935175,0.1711163204815265,0.328038650777177,0.4905089591436455,30081
validation,sell,1,30,3,0.1586540310530537,0.08410900234317749,0.23319905976292993,0.4911063678406261,28110
validation,sell,1,30,4,0.05915656534978889,-0.013933135696801921,0.1322462663963797,0.5000373524577917,26772
validation,sell,1,30,5,-0.12934094594201148,-0.20129984860623565,-0.057382043277787315,0.5086206896551724,25752
validation,sell,1,30,6,-0.18237278132020032,-0.25375759059890035,-0.1109879720415003,0.5172484347505831,24437
validation,sell,1,30,7,0.01982730644618224,-0.05303931839039599,0.09269393128276046,0.5016111707841031,23275
validation,sell,1,30,8,-0.05778844919214378,-0.12931312862385536,0.013736230239567798,0.5038990825688073,21800
