sequence,side,strong_minus_weak_markout,quote_survival_difference,dynamic_vs_static_improvement,count
stratified_null_94,buy,-1.0816015243560007,-0.03524691947654984,0.868406488619827,2358
stratified_null_94,sell,-1.5619364132549878,-0.03374321146632325,-2.3089516874798495,2510
stratified_null_94,combined,-1.4052916553458181,-0.0340405975032495,-0.8453305522003254,4868
stratified_null_95,buy,-0.050922447477496774,-0.013294241986325228,1.5357070917249054,2358
stratified_null_95,sell,0.5302017313993036,0.01829754772969039,-0.47387171376113046,2510
stratified_null_95,combined,0.2083580821853375,0.0035001477966156713,0.4597382393034033,4868
stratified_null_96,buy,0.4979212379519414,-0.02441771250912833,2.2510456804109418,2358
stratified_null_96,sell,-0.4543855260691242,0.02777000167963717,-0.9617101840799012,2510
stratified_null_96,combined,-0.046013632891191786,0.0015966083713622736,0.542074414869833,4868
stratified_null_97,buy,1.0085451264013277,0.023326934513263453,3.418726127003268,2358
stratified_null_97,sell,-0.04800172502494712,0.018944907899893615,-0.8925599753835484,2510
stratified_null_97,combined,0.4399407683457678,0.021311462133697168,1.172627822354082,4868
stratified_null_98,buy,0.8395699644909892,-0.03384030886888789,0.38718093681054866,2358
stratified_null_98,sell,2.266372504789541,0.04930085101618048,2.139335880140061,2510
stratified_null_98,combined,1.4559596074189387,0.008602977798113864,1.1712573418756052,4868
stratified_null_99,buy,-0.1999159258723034,0.0038716456265656674,0.9380410255235478,2358
stratified_null_99,sell,0.1368968031744155,-0.028378870164044556,0.4533838960452505,2510
stratified_null_99,combined,-0.1297220450687722,-0.012408841881916599,0.584849003884001,4868
stratified_null_100,buy,-1.1157903788069812,-0.028845531661834234,-0.11667069265319463,2358
stratified_null_100,sell,1.0290679052342397,0.02533452774200773,1.5593657015646387,2510
stratified_null_100,combined,-0.15069871073366886,-0.00030571628718706334,0.6067899808704869,4868
stratified_null_101,buy,1.0838169545038179,0.0261401557285873,4.381698601556998,2358
stratified_null_101,sell,0.7163700922402629,0.006200660657298018,1.4151300860585683,2510
stratified_null_101,combined,0.8979049206668634,0.018123104457788863,2.856198200241699,4868
stratified_null_102,buy,0.352287271777834,-0.010229895328450422,-0.40275289949108667,2358
stratified_null_102,sell,0.9169741765623605,0.013885000839818584,1.7236130523621147,2510
stratified_null_102,combined,0.6167237152503763,0.0028571312879361876,0.6665735661872818,4868
stratified_null_103,buy,1.372003974734764,-0.024374574396297533,0.9988391250838383,2358
stratified_null_103,sell,0.1476660140064981,-0.0027014164940372676,0.8035053688204763,2510
stratified_null_103,combined,0.6538358772135855,-0.011777973040277612,0.811020217132867,4868
stratified_null_104,buy,-3.1657398898851326,-0.04074394756870514,-1.6419943779421968,2358
stratified_null_104,sell,-2.4500264506180685,-0.0346950058787302,-3.697587426817618,2510
stratified_null_104,combined,-2.8173811210644546,-0.03468118447852092,-2.7219681112237035,4868
stratified_null_105,buy,0.2154798667318839,-0.021920323905601502,1.8230688958335661,2358
stratified_null_105,sell,0.2207550456291585,0.044090476457085304,0.9047995965614886,2510
stratified_null_105,combined,0.02952686036042744,0.009862285947983662,1.1611206861345789,4868
stratified_null_106,buy,1.4822258745394472,0.04133247467946849,2.7576332035976248,2358
stratified_null_106,sell,-0.29517564037327143,0.004905940316891566,0.7461911957679528,2510
stratified_null_106,combined,0.5356215377629765,0.02515619875202968,1.6904043006565646,4868
stratified_null_107,buy,1.0342278790948916,-0.013839630984257667,2.8702074560270967,2358
stratified_null_107,sell,0.7647952885703687,0.035454341862157734,2.1497207700625034,2510
stratified_null_107,combined,0.7990389113939672,0.011770684440053247,2.402545022298538,4868
